parent,tm_freeh_HOMO(eV),tm_freeh_LUMO(eV),tm_freeh_HLgap(eV),smiles,inchikey,mol,inchikey_short,parent_alk,tm_freeh_HOMO(eV)_alk,tm_freeh_LUMO(eV)_alk,tm_freeh_HLgap(eV)_alk,smiles_alk,inchikey_alk,mol_alk,parent_rad,tm_freeh_HOMO(eV)_rad,tm_freeh_LUMO(eV)_rad,tm_freeh_HLgap(eV)_rad,smiles_rad,inchikey_rad,mol_rad,rad_br,rad_alk,C_tm_water_nmr_iso,C_tm_water_charge_mulliken,C_tm_water_charge_loewdin,C_tm_water_charge_paboon,C_tm_water_charge_fasm,C_tm_water_nucleophilic_mulliken,C_tm_water_nucleophilic_loewdin,C_tm_water_nucleophilic_paboon,C_tm_water_nucleophilic_fasm,C_tm_water_electrophilic_mulliken,C_tm_water_electrophilic_loewdin,C_tm_water_electrophilic_paboon,C_tm_water_electrophilic_fasm,C_tm_water_radical_mulliken,C_tm_water_radical_loewdin,C_tm_water_radical_paboon,C_tm_water_radical_fasm,Br_tm_water_nmr_iso,Br_tm_water_charge_mulliken,Br_tm_water_charge_loewdin,Br_tm_water_charge_paboon,Br_tm_water_charge_fasm,Br_tm_water_nucleophilic_mulliken,Br_tm_water_nucleophilic_loewdin,Br_tm_water_nucleophilic_paboon,Br_tm_water_nucleophilic_fasm,Br_tm_water_electrophilic_mulliken,Br_tm_water_electrophilic_loewdin,Br_tm_water_electrophilic_paboon,Br_tm_water_electrophilic_fasm,Br_tm_water_radical_mulliken,Br_tm_water_radical_loewdin,Br_tm_water_radical_paboon,Br_tm_water_radical_fasm
RRJIWPFOOZCGAO-UHFFFAOYNA-N,-8.93708,0.31506,9.25214,[H]c1c(N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nc(C([H])([H])Br)c([H])c1[H],RRJIWPFOOZCGAO-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4a00>,RRJIWPFOOZCGAO,RRJIWPFOOZCGAO-UHFFFAOYNA-N,-8.6819,1.02063,9.70253,[H]c1c(N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])nc(C([H])([H])[H])c([H])c1[H],HPBXSQRATHCASL-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f040>,RRJIWPFOOZCGAO-UHFFFAOYNA-N,-7.56147,-0.89939,6.66208,[H][C]([H])c1nc(N(C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1[H],RIFUZYNCMLKHPG-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926d4c0>,0.028793527540074138,0.025221822439903008,138.44181998,-0.17277,-0.25643,-0.1106,0.025661159,0.0428,0.0739,0.1033,0.0574,-0.0005,0.0096,0.0024,0.0242,0.0211,0.0417,0.0529,0.0408,2135.04474382,-0.13615,-0.00712,-0.0758,-0.120747699,0.2289,0.2307,0.1928,0.2321,0.1771,0.1759,0.1805,0.1645,0.203,0.2033,0.1867,0.1983
RVHSDLUBNZBRMH-QWOVJGMINA-N,-8.13004,-0.44568,7.68436,[H]Oc1nc2c(OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c(C(=O)C([H])([H])Br)c2c([H])c1[H],RVHSDLUBNZBRMH-QWOVJGMINA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4a60>,RVHSDLUBNZBRMH,RVHSDLUBNZBRMH-QWOVJGMINA-N,-7.93567,-0.19012,7.74554,[H]Oc1nc2c(OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c(C(=O)C([H])([H])[H])c2c([H])c1[H],MVYPGJMOODJFAZ-PKSOQXRJNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f160>,RVHSDLUBNZBRMH-QWOVJGMINA-N,-7.84228,-1.46335,6.37893,[H]Oc1nc2c(OC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c(C(=O)[C]([H])[H])c2c([H])c1[H],UYVVVKZUQDCWIX-PKSOQXRJNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926d0a0>,0.029754147910352913,0.033053223390083986,132.74334333,-0.25981,-0.31547,-0.1966,0.025663595,-0.0204,-0.0015,-0.0244,0.0186,-0.0151,0.0017,-0.009,0.0123,-0.0178,0.0001,-0.0167,0.0155,2440.70878182,-0.11854,0.01253,-0.0522,-0.155738354,0.0457,0.0345,0.0348,0.057,0.0611,0.0544,0.0565,0.0628,0.0534,0.0444,0.0456,0.0599
XFRBTQMRZOIMKM-QWOVJGMINA-N,-9.5455,2.00443,11.54993,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,XFRBTQMRZOIMKM-QWOVJGMINA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4ac0>,XFRBTQMRZOIMKM,XFRBTQMRZOIMKM-QWOVJGMINA-N,-9.80561,2.36852,12.17413,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],VKOBVWXKNCXXDE-PKSOQXRJNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f0a0>,XFRBTQMRZOIMKM-QWOVJGMINA-N,-7.68434,0.75231,8.43664,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C]([H])[H],CYWKZQMIHHOJQE-PKSOQXRJNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926d5e0>,0.04701384725012758,0.04248106206000557,138.84049113,-0.22619,-0.26329,-0.077,0.017726016,0.0074,0.1345,0.1626,0.0625,-0.006,0.0139,0.0052,0.0214,0.0007,0.0742,0.0839,0.042,2334.26074804,-0.17619,-0.04292,-0.1057,-0.189169473,0.3067,0.2925,0.2284,0.3132,0.2306,0.2313,0.2381,0.2109,0.2686,0.2619,0.2333,0.2621
YZOHRFGBGQSNOJ-UHFFFAOYNA-N,-8.82624,1.21485,10.04109,[H]c1c([H])c([H])c(C(C(=O)OC([H])([H])C([H])([H])[H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)c([H])c1[H],YZOHRFGBGQSNOJ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4b20>,YZOHRFGBGQSNOJ,YZOHRFGBGQSNOJ-UHFFFAOYNA-N,-8.73048,1.30716,10.03764,[H]c1c([H])c([H])c(C(C(=O)OC([H])([H])C([H])([H])[H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],GEYWKCUAMCYYAW-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f1c0>,YZOHRFGBGQSNOJ-UHFFFAOYNA-N,-7.65254,0.78724,8.43978,[H][C]([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(C(=O)OC([H])([H])C([H])([H])[H])(C(=O)OC([H])([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H],NESYMWNTEMYKKA-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926d520>,0.04711774718043671,0.04249186263007232,139.38078759,-0.22664,-0.26352,-0.0825,0.018638037,0.0055,0.026,0.0487,0.0128,-0.0047,0.0054,0.0021,0.0101,0.0004,0.0157,0.0254,0.0115,2330.79601887,-0.17275,-0.04026,-0.1089,-0.186631734,0.0619,0.0596,0.035,0.0638,0.1074,0.1079,0.111,0.0984,0.0846,0.0838,0.073,0.0811
CJXUOEJTOXQAMB-UHFFFAOYNA-N,-8.86614,0.35029,9.21643,[H]c1c([H])c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c(C([H])([H])Br)c([H])c1OC(F)(F)F,CJXUOEJTOXQAMB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4b80>,CJXUOEJTOXQAMB,CJXUOEJTOXQAMB-UHFFFAOYNA-N,-8.63422,0.94869,9.58291,[H]c1c([H])c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c(C([H])([H])[H])c([H])c1OC(F)(F)F,QLTJUMXQHFQRIV-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f100>,CJXUOEJTOXQAMB-UHFFFAOYNA-N,-7.2327,-0.73858,6.49411,[H][C]([H])c1c([H])c(OC(F)(F)F)c([H])c([H])c1B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1,OPSMGWYOSQQNBI-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926d3a0>,0.026852153760501096,0.022627211960184468,137.63615131,-0.20858,-0.24754,-0.1279,0.021379327,0.017,0.0613,0.0893,0.053,-0.0164,0.0064,0.0049,0.0268,0.0003,0.0338,0.0471,0.0399,2091.00155321,-0.16292,-0.02995,-0.0962,-0.163741104,0.2104,0.2029,0.1678,0.2229,0.1799,0.1756,0.1782,0.1765,0.1951,0.1892,0.173,0.1997
FLMPHTLDVWMADF-PKSOQXRJNA-N,-9.54661,2.00294,11.54955,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br,FLMPHTLDVWMADF-PKSOQXRJNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4be0>,FLMPHTLDVWMADF,FLMPHTLDVWMADF-PKSOQXRJNA-N,-9.80688,2.36795,12.17484,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],ISYWECDDZWTKFF-UYBDAZJANA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f280>,FLMPHTLDVWMADF-PKSOQXRJNA-N,-7.68494,0.75343,8.43837,[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C]([H])[H],UCGLDWXYVLEUTE-UYBDAZJANA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926d280>,0.04700667617998988,0.04246053054998811,138.97652487,-0.22666,-0.26334,-0.0768,0.017707787,0.0072,0.1345,0.1622,0.0626,-0.0057,0.013,0.0048,0.0202,0.0008,0.0738,0.0835,0.0414,2332.65272589,-0.17523,-0.04279,-0.1055,-0.189138076,0.3065,0.2923,0.2287,0.3131,0.2177,0.2184,0.2249,0.1992,0.2621,0.2554,0.2268,0.2561
LJFIOTMXPRSHSB-UHFFFAOYNA-N,-9.48833,-0.62008,8.86825,[H]c1c([H])c([H])c2c(c1[H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)C2=O,LJFIOTMXPRSHSB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4c40>,LJFIOTMXPRSHSB,LJFIOTMXPRSHSB-UHFFFAOYNA-N,-9.448,-0.57955,8.86845,[H]c1c([H])c([H])c2c(c1[H])C(=O)N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C2=O,HJPUPXDCUZMNME-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f220>,LJFIOTMXPRSHSB-UHFFFAOYNA-N,-7.67543,-0.58767,7.08776,[H][C]([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C(=O)c2c([H])c([H])c([H])c([H])c2C1=O,VBCCXNJAOLBUHY-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926d2e0>,0.04701034647041524,0.04249035778002508,139.07649953,-0.22409,-0.2629,-0.083,0.01718433,-0.0,-0.0,0.0009,0.0001,-0.0053,0.0113,0.004,0.0173,-0.0027,0.0056,0.0025,0.0087,2332.81309158,-0.17632,-0.04311,-0.113,-0.188547289,0.0003,0.0003,0.0012,0.0004,0.1961,0.197,0.203,0.1795,0.0982,0.0986,0.1021,0.09
LMFYGPXSVUULRZ-KJQBJTEXNA-N,-8.55962,2.01551,10.57513,[H]OC(=O)C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])Br,LMFYGPXSVUULRZ-KJQBJTEXNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4ca0>,LMFYGPXSVUULRZ,LMFYGPXSVUULRZ-KJQBJTEXNA-N,-8.1809,2.41663,10.59753,[H]OC(=O)C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H],QYCYVPYJQWWUNK-VTORVXMGNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f3a0>,LMFYGPXSVUULRZ-KJQBJTEXNA-N,-7.77745,0.05946,7.83691,[H]OC(=O)C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])N([H])C(=O)[C]([H])[H],OKBLUNCEOQOJAD-VTORVXMGNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926de20>,0.03924622136037215,0.030980199960026766,144.61224099,-0.25925,-0.30835,-0.1795,0.023441805,0.043,0.1164,0.1689,0.0768,-0.0028,0.0125,0.0079,0.0211,0.0201,0.0644,0.0884,0.0489,2347.71073612,-0.13612,0.00865,-0.0651,-0.0957902,0.2831,0.2861,0.2265,0.2804,0.0815,0.0769,0.077,0.0864,0.1823,0.1815,0.1518,0.1834
NQPDXMPWIRORCJ-UHFFFAOYNA-N,-7.82539,-0.97275,6.85264,[H]c1c([H])c([H])c(-c2nc3c([H])c([H])c(OC([H])([H])[H])c([H])c3c(C(=O)C([H])([H])Br)c2[H])c([H])c1[H],NQPDXMPWIRORCJ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4d00>,NQPDXMPWIRORCJ,NQPDXMPWIRORCJ-UHFFFAOYNA-N,-7.74022,-0.68983,7.05038,[H]c1c([H])c([H])c(-c2nc3c([H])c([H])c(OC([H])([H])[H])c([H])c3c(C(=O)C([H])([H])[H])c2[H])c([H])c1[H],QFXFVSPKXKQCCQ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f2e0>,NQPDXMPWIRORCJ-UHFFFAOYNA-N,-7.72242,-1.84622,5.8762,[H][C]([H])C(=O)c1c([H])c(-c2c([H])c([H])c([H])c([H])c2[H])nc2c([H])c([H])c(OC([H])([H])[H])c([H])c12,OAJRXKNEOHURLX-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926d6a0>,0.03058836047011937,0.03227273435004463,146.71264951,-0.23372,-0.29384,-0.1815,0.03936101,-0.0075,0.0098,0.0062,0.0305,-0.0067,0.0006,-0.0013,0.0074,-0.0071,0.0052,0.0025,0.019,2174.22793346,-0.10255,0.02894,-0.048,-0.088724669,0.087,0.0805,0.0751,0.1075,0.018,0.0149,0.0148,0.0276,0.0525,0.0477,0.045,0.0675
PVCTXGYCIVAGIV-UHFFFAOYNA-N,-8.68436,2.1968,10.88116,[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br,PVCTXGYCIVAGIV-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4d60>,PVCTXGYCIVAGIV,PVCTXGYCIVAGIV-UHFFFAOYNA-N,-8.41252,3.45265,11.86517,[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],UKXKPKBTMYNOFS-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f460>,PVCTXGYCIVAGIV-UHFFFAOYNA-N,-7.93327,0.52552,8.45879,[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[C]([H])[H],XCSYRCIPFJKCRB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926dbe0>,0.05588908210029331,0.04473507343993788,144.06368162,-0.31099,-0.30168,-0.1406,0.004347772,-0.0005,0.1433,0.1848,0.0153,-0.0142,0.0002,-0.0042,0.0035,-0.0073,0.0718,0.0903,0.0094,2433.68082391,-0.16292,-0.02045,-0.0894,-0.156984178,0.393,0.3767,0.3142,0.4012,0.055,0.0457,0.047,0.0625,0.224,0.2112,0.1806,0.2319
QCNHMJKMLPPGMF-UHFFFAOYNA-N,-8.36711,-0.1858,8.18132,[H]c1c([H])c(-c2c(C([H])([H])Br)c(C3([H])C([H])([H])C3([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c([H])c1F,QCNHMJKMLPPGMF-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4dc0>,QCNHMJKMLPPGMF,QCNHMJKMLPPGMF-UHFFFAOYNA-N,-8.16368,0.21127,8.37496,[H]c1c([H])c(-c2c(C([H])([H])[H])c(C3([H])C([H])([H])C3([H])[H])nc3c([H])c([H])c([H])c([H])c23)c([H])c([H])c1F,DLXSILVWZONUTB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f340>,QCNHMJKMLPPGMF-UHFFFAOYNA-N,-7.05885,-0.93247,6.12638,[H][C]([H])c1c(C2([H])C([H])([H])C2([H])[H])nc2c([H])c([H])c([H])c([H])c2c1-c1c([H])c([H])c(F)c([H])c1[H],PFOLJXMEOMDBIM-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926dc40>,0.026936017280149827,0.022318280180002148,138.50774737,-0.23108,-0.24913,-0.1313,0.026163116,0.0119,0.0271,0.0433,0.0334,-0.0077,-0.0003,-0.0014,0.0151,0.0021,0.0134,0.0209,0.0243,2140.67077913,-0.14279,-0.02351,-0.0993,-0.140030705,0.1223,0.1179,0.1031,0.1305,0.0549,0.0496,0.0507,0.0628,0.0886,0.0837,0.0769,0.0966
QNCUHVPWXRUTAI-UYBDAZJANA-N,-7.20708,0.71583,7.92291,[H]c1c([H])c([H])c2c(c1[H])c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])Br)c([H])c([H])c1n2C([H])([H])C([H])([H])[H],QNCUHVPWXRUTAI-UYBDAZJANA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4e20>,QNCUHVPWXRUTAI,QNCUHVPWXRUTAI-UYBDAZJANA-N,-7.13932,0.77287,7.91219,[H]c1c([H])c([H])c2c(c1[H])c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c1n2C([H])([H])C([H])([H])[H],RRKLVHDIPAPSOL-LILDFLRNNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f520>,QNCUHVPWXRUTAI-UYBDAZJANA-N,-7.15382,0.76358,7.9174,[H][C]([H])C([H])([H])C([H])([H])C(=O)N([H])c1c([H])c([H])c2c(c1[H])c1c([H])c([H])c([H])c([H])c1n2C([H])([H])C([H])([H])[H],DUJMNMKZNBSBNY-LILDFLRNNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926db80>,0.04950022317007097,0.042640874820108365,136.1913394,-0.23976,-0.26372,-0.093,0.018834401,-0.0016,-0.0001,0.0003,0.0018,-0.0031,-0.0004,-0.0002,0.0034,-0.0024,-0.0003,0.0,0.0026,2416.62028415,-0.18128,-0.04213,-0.1211,-0.171475395,0.0031,0.0023,0.0024,0.0053,0.0057,0.0043,0.0043,0.0098,0.0044,0.0033,0.0033,0.0075
RLCMGTZVFCCFHP-UHFFFAOYNA-N,-9.35091,1.97663,11.32754,[H]C([H])([H])C(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br)(C([H])([H])[H])C([H])([H])[H],RLCMGTZVFCCFHP-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4e80>,RLCMGTZVFCCFHP,RLCMGTZVFCCFHP-UHFFFAOYNA-N,-9.30872,2.41736,11.72608,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],CDCGSWACKDJENJ-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f400>,RLCMGTZVFCCFHP-UHFFFAOYNA-N,-7.71451,0.72338,8.43788,[H][C]([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],DNGVYZMVTDXLEE-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf926dca0>,0.04700552052054263,0.042533395410032426,138.88368278,-0.22579,-0.2633,-0.077,0.017635005,0.0085,0.1299,0.1588,0.0605,-0.0058,0.0129,0.0046,0.0202,0.0013,0.0714,0.0817,0.0403,2332.17417305,-0.17536,-0.04286,-0.1053,-0.189006734,0.2962,0.2827,0.2204,0.3025,0.22,0.221,0.2275,0.2008,0.2581,0.2519,0.2239,0.2517
SDEHKIKFMZOVJP-BQIUFGNVNA-N,-8.26029,0.58288,8.84318,[H]N(/C(=N\C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])OC(=O)C(Br)(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],SDEHKIKFMZOVJP-BQIUFGNVNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4ee0>,SDEHKIKFMZOVJP,SDEHKIKFMZOVJP-BQIUFGNVNA-N,-8.1543,2.13164,10.28594,[H]N(/C(=N\C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],VWQZWGLKNMCRFO-AKFUIKCUNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95048e0>,SDEHKIKFMZOVJP-BQIUFGNVNA-N,-8.03567,-0.79877,7.23691,[H]N(/C(=N\C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])OC(=O)[C](C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],YFJSCBCKJBEBSD-AKFUIKCUNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf95c9fa0>,0.024369816439957503,0.0186269204200471,109.06016596,-0.35528,-0.13002,-0.0173,0.0,-0.05,0.098,0.1258,0.0,-0.009,0.0001,-0.0059,0.0,-0.0295,0.0491,0.06,0.0,1792.09510733,-0.08219,0.02217,-0.059,-0.103594207,0.3627,0.3317,0.2983,0.325,0.0244,0.02,0.0202,0.0373,0.1936,0.1758,0.1593,0.1811
WLKHUFASPMJBHB-UHFFFAOYNA-N,-8.95873,2.4832,11.44193,[H]C([H])([H])C(OC(=O)C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])Br)(C([H])([H])[H])C([H])([H])[H],WLKHUFASPMJBHB-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf70b4f40>,WLKHUFASPMJBHB,WLKHUFASPMJBHB-UHFFFAOYNA-N,-8.69193,2.50325,11.19517,[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],YTWCRQXMANUFAT-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf750f5e0>,WLKHUFASPMJBHB-UHFFFAOYNA-N,-7.25017,1.08592,8.33609,[H][C]([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],HCAJNOITEHGQMS-UHFFFAOYNA-N,<rdkit.Chem.rdchem.Mol object at 0x2aaaf92ab0a0>,0.053761721580485755,0.043152630000008685,132.05915337,-0.2826,-0.29704,-0.1222,0.0,0.0216,0.1035,0.1479,0.0,-0.0179,0.0022,-0.0035,0.0,0.0019,0.0529,0.0722,0.0,2412.05957559,-0.18165,-0.03668,-0.1039,-0.179094762,0.2598,0.2503,0.1847,0.2628,0.0804,0.0685,0.0707,0.095,0.1701,0.1594,0.1277,0.1789
